step,seed,pi_return,mppi_return,phase_entropy,value_r2
50176,0,25.6,26.9,0.0000,0.2901
100096,0,17.2,27.7,0.0000,0.8455
150016,0,26.7,84.8,0.0000,0.1192
200192,0,25.5,80.7,0.0000,0.0882
250112,0,27.9,51.1,0.0000,0.4254
300032,0,26.3,46.2,0.0000,0.2186
350208,0,17.8,52.5,0.0000,0.6435
400128,0,25.9,106.4,0.0000,0.4573
450048,0,33.6,48.9,0.0000,0.6867
500224,0,109.0,144.3,0.0016,0.5510
