step,seed,pi_return,mppi_return,phase_entropy,value_r2
50176,1,819.8,1798.9,1.8774,0.9466
100096,1,541.9,610.5,1.3062,0.9556
150016,1,2093.8,1651.1,1.6272,0.7435
200192,1,2290.6,1020.7,2.3082,0.7092
250112,1,2337.8,2574.7,1.6640,0.5118
300032,1,570.7,320.3,1.9670,0.9540
350208,1,459.8,525.0,1.4092,0.5863
400128,1,657.9,309.7,2.1713,0.9460
450048,1,504.3,661.8,1.1499,0.6392
500224,1,1117.2,494.7,2.2639,0.8872
