step,seed,pi_return,mppi_return,phase_entropy,value_r2
50176,0,31.2,30.7,2.3190,0.6878
100096,0,48.4,63.9,2.3655,0.9107
150016,0,117.8,135.9,2.5747,0.8560
200192,0,80.6,126.7,2.7221,0.9393
250112,0,82.6,131.1,2.7690,0.9389
300032,0,151.2,143.6,2.1927,0.7229
350208,0,171.9,149.9,2.6941,0.9449
400128,0,244.4,208.8,2.3736,0.7797
450048,0,132.6,114.7,2.9135,0.9523
500224,0,164.1,143.2,2.9702,0.8715
