step,seed,pi_return,mppi_return,phase_entropy
50176,0,967.1,671.0,1.2685
100096,0,2681.8,1457.0,1.3951
150016,0,2508.2,2355.5,1.1792
200192,0,2186.9,2572.0,1.2157
250112,0,1842.7,1213.6,1.0338
300032,0,1842.1,1115.4,0.9406
350208,0,1777.5,1109.1,1.3284
400128,0,1793.5,1552.7,1.5102
450048,0,1497.6,1246.0,1.3932
500224,0,2772.0,1140.5,1.3709
