step,seed,pi_return,mppi_return,phase_entropy
50176,1,1070.2,631.4,1.5923
100096,1,2249.1,1533.0,1.0603
150016,1,2261.5,2006.6,1.6241
200192,1,2383.9,1678.4,1.6088
250112,1,2114.0,1566.3,1.8015
300032,1,2443.7,2356.0,1.7495
350208,1,2805.1,1058.5,1.9303
400128,1,2145.2,1325.8,1.5496
450048,1,2268.6,816.1,1.7110
500224,1,2818.5,710.3,1.4297
