step,seed,pi_return,mppi_return,phase_entropy
50176,0,432.3,658.6,0.6479
100096,0,1412.5,1311.4,2.2404
150016,0,1695.8,716.6,2.5973
200192,0,835.4,834.4,0.6414
250112,0,1195.9,1342.2,0.3467
300032,0,586.3,1847.2,2.3253
350208,0,1979.6,1197.8,1.9196
400128,0,800.5,356.9,0.7309
450048,0,266.4,555.6,1.0943
500224,0,308.8,258.5,0.3909
