step,seed,pi_return,mppi_return,phase_entropy,value_r2
50176,1,3.0,15.5,0.0000,0.8871
100096,1,0.1,30.1,0.0000,0.7114
150016,1,1.4,1.2,0.0000,0.8018
200192,1,29.3,127.0,0.0075,0.9084
250112,1,3.5,45.4,0.0000,0.9500
300032,1,22.7,26.6,0.0000,0.7889
350208,1,40.8,0.1,0.0000,0.2317
400128,1,102.7,123.4,0.0000,0.0679
450048,1,64.5,82.0,0.0000,0.2801
500224,1,111.9,147.1,0.0000,0.1714
