training/bc/bc_log_prob,training/bc/bc_loss,training/bc/mse,training/bc/std,training/flow_occupancy/current_flow_matching_loss,training/flow_occupancy/flow_future_obs_max,training/flow_occupancy/flow_future_obs_min,training/flow_occupancy/flow_matching_loss,training/flow_occupancy/future_flow_matching_loss,training/flow_occupancy/gamma_h_mean,training/flow_occupancy/kl_loss,training/flow_occupancy/neg_elbo_loss,training/grad/max,training/grad/min,training/grad/norm,validation/bc/bc_log_prob,validation/bc/bc_loss,validation/bc/mse,validation/bc/std,validation/flow_occupancy/current_flow_matching_loss,validation/flow_occupancy/flow_future_obs_max,validation/flow_occupancy/flow_future_obs_min,validation/flow_occupancy/flow_matching_loss,validation/flow_occupancy/future_flow_matching_loss,validation/flow_occupancy/gamma_h_mean,validation/flow_occupancy/kl_loss,validation/flow_occupancy/neg_elbo_loss,time/epoch_time,time/total_time,step
-7.7152977,7.7152977,0.090947345,1.0,0.9517149,3.3038092,-3.762216,0.013328613,0.00782681,0.986938,0.706573,0.020394344,0.066414066,-0.08367132,1.6564603,-7.8060384,7.8060384,0.11363258,1.0,0.888131,3.7289696,-3.7588966,0.01038019,0.008424023,0.9888695,0.71516526,0.017531842,0.007359079122543335,36.79540705680847,5000
-7.6917677,7.6917677,0.08506493,1.0,0.9461342,5.5347342,-5.8556457,0.016361823,0.052611146,0.9888537,1.0002239,0.026364062,0.057720914,-0.040211197,1.873653,-7.7627707,7.7627707,0.10281558,1.0,1.0478671,5.326017,-5.9988246,0.018568004,0.06933735,0.98783314,1.0038309,0.028606312,0.0035461831569671633,54.526329040527344,10000
-7.619983,7.619983,0.06711878,1.0,1.9845892,5.5347342,-5.8556457,0.025970578,0.04509845,0.98664856,1.5830714,0.04180129,0.05611333,-0.058019776,1.9403167,-7.674087,7.674087,0.08064469,1.0,1.9517864,5.326017,-5.9988246,0.031817652,0.077187985,0.98841876,1.5732424,0.047550075,0.0035832181930541994,72.44242572784424,15000
-7.617799,7.617799,0.066572584,1.0,1.2408178,5.5347342,-5.8556457,0.02034501,0.052898705,0.9878428,1.0423977,0.030768987,0.05300999,-0.06808682,1.4517846,-7.6862087,7.6862087,0.08367506,1.0,1.5265452,5.326017,-5.9988246,0.026724298,0.07442394,0.9866603,1.0369492,0.03709379,0.0035601100444793703,90.24298119544983,20000
-7.663005,7.663005,0.07787408,1.0,1.6665401,5.5347342,-5.8556457,0.044419408,0.10247786,0.987708,1.3340783,0.05776019,0.04212891,-0.040775515,2.2185566,-7.651269,7.651269,0.07494013,1.0,1.4723021,5.326017,-5.9988246,0.027345816,0.05992535,0.9874552,1.3235178,0.040580995,0.003595385265350342,108.21991324424744,25000
-7.730647,7.730647,0.09478477,1.0,2.2363317,5.5347342,-5.8556457,0.03236799,0.04262168,0.987674,1.5440753,0.04780874,0.11561964,-0.14886549,3.184388,-7.6943927,7.6943927,0.08572112,1.0,1.270173,5.326017,-5.9988246,0.014886026,0.04891979,0.9873454,1.5416229,0.030302254,0.0036245530128479002,126.34268379211426,30000
-7.6827774,7.6827774,0.08281734,1.0,1.0205483,5.5347342,-5.8556457,0.023828492,0.093847826,0.9872701,1.1705726,0.035534218,0.06284218,-0.06146143,2.0317578,-7.664277,7.664277,0.07819228,1.0,0.8812431,5.326017,-5.9988246,0.028378267,0.08369346,0.9875126,1.1833165,0.04021143,0.0035586316108703613,144.13584756851196,35000
-7.6495733,7.6495733,0.074516244,1.0,1.3606726,5.5347342,-5.8556457,0.03819702,0.08628474,0.9872881,0.8960507,0.047157526,0.08383203,-0.06403361,2.3107595,-7.6745186,7.6745186,0.080752574,1.0,0.80837667,5.326017,-5.9988246,0.019560616,0.08777513,0.9874109,0.88414526,0.028402068,0.003571201229095459,161.991858959198,40000
-7.6429806,7.6429806,0.07286804,1.0,1.2951248,5.5347342,-5.8556457,0.022285108,0.08390427,0.9872938,0.81699765,0.030455083,0.055261638,-0.074701086,1.7553596,-7.657219,7.657219,0.07642776,1.0,0.95807445,5.326017,-5.9988246,0.021395534,0.10116372,0.9868432,0.81251246,0.029520659,0.0035993374347686766,179.98855185508728,45000
-7.6212864,7.6212864,0.06744446,1.0,1.0071585,5.5347342,-5.8556457,0.020317458,0.07771186,0.9881444,0.9376769,0.029694226,0.25835118,-0.1734623,3.7721827,-7.732503,7.732503,0.09524879,1.0,1.0425081,5.326017,-5.9988246,0.02451876,0.08952363,0.98768955,0.9251832,0.03377059,0.003638864040374756,198.18287754058838,50000
