step,seed,pi_return,mppi_return,phase_entropy
50176,1,1092.7,1065.6,1.7873
100096,1,2495.3,1826.9,1.6873
150016,1,975.1,1097.5,1.6519
200192,1,2292.8,1709.5,1.1139
250112,1,2636.9,1609.5,1.1974
300032,1,2648.3,2269.1,1.4924
350208,1,2785.1,2394.9,1.2843
400128,1,2071.2,774.3,1.2005
450048,1,314.7,350.0,0.9962
500224,1,2863.7,2093.7,1.3193
