step,reward,eval_type,seed
250112,0.0,pi,2
250112,0.0,mppi,2
500224,6.3,pi,2
500224,0.1,mppi,2
750080,30.8,pi,2
750080,4.1,mppi,2
1000192,3.0,pi,2
1000192,2.1,mppi,2
1250048,1.9,pi,2
1250048,1.6,mppi,2
1500160,114.2,pi,2
1500160,117.2,mppi,2
1750016,39.4,pi,2
1750016,78.6,mppi,2
2000128,5.4,pi,2
2000128,2.3,mppi,2
2250240,1.3,pi,2
2250240,5.8,mppi,2
2500096,89.2,pi,2
2500096,150.5,mppi,2
2750208,186.7,pi,2
2750208,215.9,mppi,2
3000064,241.2,pi,2
3000064,257.3,mppi,2
3250176,236.7,pi,2
3250176,248.5,mppi,2
3500032,242.5,pi,2
3500032,257.2,mppi,2
3750144,244.8,pi,2
3750144,260.3,mppi,2
4000000,243.1,pi,2
4000000,255.5,mppi,2
4250112,242.5,pi,2
4250112,248.9,mppi,2
4500224,244.0,pi,2
4500224,256.8,mppi,2
4750080,245.1,pi,2
4750080,255.6,mppi,2
5000192,194.8,pi,2
5000192,255.6,mppi,2
5250048,244.8,pi,2
5250048,229.4,mppi,2
5500160,236.3,pi,2
5500160,252.0,mppi,2
5750016,240.8,pi,2
5750016,243.9,mppi,2
6000128,238.9,pi,2
6000128,250.3,mppi,2
6250240,211.3,pi,2
6250240,239.3,mppi,2
6500096,240.1,pi,2
6500096,256.3,mppi,2
6750208,243.9,pi,2
6750208,227.4,mppi,2
