step,reward,eval_type,seed
50176,363.0,pi,3
50176,349.4,mppi,3
100096,886.4,pi,3
100096,956.2,mppi,3
150016,982.2,pi,3
150016,982.9,mppi,3
200192,985.6,pi,3
200192,985.8,mppi,3
250112,978.6,pi,3
250112,988.0,mppi,3
300032,975.6,pi,3
300032,959.2,mppi,3
350208,980.0,pi,3
350208,972.2,mppi,3
400128,943.4,pi,3
400128,987.5,mppi,3
450048,983.4,pi,3
450048,986.1,mppi,3
500224,983.4,pi,3
500224,984.8,mppi,3
550144,966.6,pi,3
550144,976.1,mppi,3
600064,960.2,pi,3
600064,988.6,mppi,3
650240,955.6,pi,3
650240,988.9,mppi,3
700160,981.4,pi,3
700160,989.2,mppi,3
750080,975.4,pi,3
750080,988.8,mppi,3
800000,984.0,pi,3
800000,987.9,mppi,3
850176,988.2,pi,3
850176,989.5,mppi,3
900096,982.0,pi,3
900096,987.0,mppi,3
950016,983.2,pi,3
950016,986.0,mppi,3
1000192,985.2,pi,3
1000192,986.8,mppi,3
