step,seed,pi_return,mppi_return,phase_entropy
50176,3,827.8,980.2,0.6994
100096,3,2439.8,735.9,1.2050
150016,3,2638.3,1154.4,1.7613
200192,3,3502.3,928.8,2.3095
250112,3,704.1,711.0,2.6720
300032,3,389.1,438.1,1.8512
350208,3,421.5,733.7,1.8429
400128,3,523.3,357.2,1.7920
450048,3,309.8,591.2,1.6641
500224,3,441.0,485.6,2.0410
