step,seed,pi_return,mppi_return,phase_entropy
50176,0,266.4,712.8,0.5210
100096,0,2234.7,1308.5,1.3018
150016,0,2189.8,665.9,2.0368
200192,0,2258.7,967.3,1.6488
250112,0,3045.2,2645.2,1.1837
300032,0,2218.8,922.6,1.8257
350208,0,2478.6,1873.6,0.7326
400128,0,2257.6,1216.5,1.9625
450048,0,2240.8,1725.7,1.7826
500224,0,2883.8,937.8,1.3635
