step,reward,eval_type,seed
50176,408.6,pi,9
50176,418.7,mppi,9
100096,669.0,pi,9
100096,558.0,mppi,9
150016,737.6,pi,9
150016,768.7,mppi,9
200192,758.0,pi,9
200192,712.7,mppi,9
250112,774.4,pi,9
250112,739.7,mppi,9
300032,750.0,pi,9
300032,742.3,mppi,9
350208,758.4,pi,9
350208,775.0,mppi,9
400128,767.4,pi,9
400128,772.7,mppi,9
450048,757.6,pi,9
450048,787.7,mppi,9
500224,733.2,pi,9
500224,773.0,mppi,9
550144,749.2,pi,9
550144,775.7,mppi,9
600064,760.4,pi,9
600064,776.0,mppi,9
650240,782.4,pi,9
650240,770.0,mppi,9
700160,821.8,pi,9
700160,908.3,mppi,9
750080,845.6,pi,9
750080,955.3,mppi,9
800000,780.0,pi,9
800000,961.0,mppi,9
850176,801.6,pi,9
850176,958.7,mppi,9
900096,821.4,pi,9
900096,989.7,mppi,9
950016,819.0,pi,9
950016,984.3,mppi,9
1000192,832.8,pi,9
1000192,962.3,mppi,9
