step,reward,eval_type,seed
50176,440.1,pi,1
50176,440.7,mppi,1
50176,994.8,jumpy,1
100096,719.5,pi,1
100096,1328.4,mppi,1
100096,684.7,jumpy,1
150016,634.3,pi,1
150016,793.3,mppi,1
150016,722.8,jumpy,1
200192,314.0,pi,1
200192,543.6,mppi,1
200192,974.2,jumpy,1
250112,455.9,pi,1
250112,418.3,mppi,1
250112,778.2,jumpy,1
300032,504.9,pi,1
300032,407.5,mppi,1
300032,513.6,jumpy,1
350208,357.4,pi,1
350208,330.8,mppi,1
350208,801.6,jumpy,1
400128,928.1,pi,1
400128,578.9,mppi,1
400128,2029.9,jumpy,1
450048,1316.6,pi,1
450048,1635.9,mppi,1
450048,1711.0,jumpy,1
500224,1816.9,pi,1
500224,516.9,mppi,1
500224,2358.6,jumpy,1
