step,reward,eval_type,seed
250112,12.2,pi,2
250112,9.7,mppi,2
500224,29.8,pi,2
500224,10.6,mppi,2
750080,242.2,pi,2
750080,236.3,mppi,2
1000192,286.2,pi,2
1000192,296.8,mppi,2
1250048,287.3,pi,2
1250048,288.3,mppi,2
1500160,291.8,pi,2
1500160,270.2,mppi,2
1750016,304.4,pi,2
1750016,315.7,mppi,2
2000128,303.9,pi,2
2000128,313.4,mppi,2
2250240,306.2,pi,2
2250240,322.6,mppi,2
2500096,303.7,pi,2
2500096,323.5,mppi,2
2750208,241.1,pi,2
2750208,323.9,mppi,2
3000064,309.2,pi,2
3000064,322.8,mppi,2
3250176,304.9,pi,2
3250176,324.6,mppi,2
3500032,304.5,pi,2
3500032,321.3,mppi,2
3750144,312.7,pi,2
3750144,322.7,mppi,2
4000000,303.5,pi,2
4000000,320.5,mppi,2
4250112,309.5,pi,2
4250112,324.2,mppi,2
4500224,312.8,pi,2
4500224,329.4,mppi,2
4750080,311.0,pi,2
4750080,306.8,mppi,2
5000192,244.1,pi,2
5000192,318.1,mppi,2
5250048,312.9,pi,2
5250048,307.1,mppi,2
5500160,310.3,pi,2
5500160,301.4,mppi,2
5750016,315.0,pi,2
5750016,324.3,mppi,2
6000128,310.3,pi,2
6000128,316.3,mppi,2
6250240,320.3,pi,2
6250240,266.8,mppi,2
6500096,312.5,pi,2
6500096,298.1,mppi,2
6750208,312.7,pi,2
6750208,270.5,mppi,2
7000064,312.2,pi,2
7000064,306.2,mppi,2
7250176,313.7,pi,2
7250176,314.4,mppi,2
7500032,317.7,pi,2
7500032,308.7,mppi,2
7750144,315.0,pi,2
7750144,317.8,mppi,2
