step,reward,eval_type,seed
250112,163.5,pi,2
250112,169.0,mppi,2
500224,173.0,pi,2
500224,290.4,mppi,2
750080,275.7,pi,2
750080,1.5,mppi,2
1000192,473.3,pi,2
1000192,492.2,mppi,2
1250048,465.7,pi,2
1250048,495.4,mppi,2
1500160,444.5,pi,2
1500160,482.4,mppi,2
1750016,466.2,pi,2
1750016,510.8,mppi,2
2000128,485.0,pi,2
2000128,502.1,mppi,2
2250240,500.8,pi,2
2250240,493.8,mppi,2
2500096,490.7,pi,2
2500096,495.2,mppi,2
2750208,469.5,pi,2
2750208,506.4,mppi,2
3000064,499.4,pi,2
3000064,514.3,mppi,2
3250176,479.7,pi,2
3250176,516.6,mppi,2
3500032,465.8,pi,2
3500032,503.5,mppi,2
3750144,502.4,pi,2
3750144,520.6,mppi,2
4000000,524.1,pi,2
4000000,526.3,mppi,2
