step,seed,pi_return,mppi_return,phase_entropy,value_r2
50176,1,1024.1,488.2,1.6967,0.8851
100096,1,2250.6,983.5,1.3726,0.7523
150016,1,1389.9,1313.8,1.7536,0.8900
200192,1,2116.4,1816.8,1.9682,0.7220
250112,1,2619.9,1857.1,1.7029,0.8592
300032,1,2471.8,1617.0,2.0973,0.8678
350208,1,2726.2,1048.4,1.7668,0.6683
400128,1,1015.5,870.1,1.3196,0.8809
450048,1,303.6,408.8,0.9932,0.4241
500224,1,1364.0,1326.4,1.8088,0.7952
