step,seed,pi_return,mppi_return,phase_entropy
50176,1,1016.6,372.6,1.2701
100096,1,1784.8,536.6,1.9136
150016,1,2386.0,753.7,2.4713
200192,1,505.7,356.6,1.0344
250112,1,271.6,600.1,0.9285
300032,1,317.1,380.8,1.1900
350208,1,258.0,292.4,0.9235
400128,1,382.3,463.7,2.0654
450048,1,413.2,264.9,1.6296
500224,1,2010.7,318.6,1.1568
