step,seed,pi_return,mppi_return,phase_entropy,value_r2
50176,0,762.6,715.1,1.3159,0.8860
100096,0,511.2,1222.9,1.4919,0.9262
150016,0,2495.8,1891.0,0.7500,0.4768
200192,0,3114.7,1689.5,1.3887,0.3720
250112,0,2866.5,1749.0,1.7406,0.6963
300032,0,3285.1,2640.4,1.1651,0.5093
350208,0,1435.1,724.4,0.8946,0.3745
400128,0,282.3,690.0,0.5774,0.7776
450048,0,3167.8,1738.8,1.2559,0.4523
500224,0,2876.5,1466.1,1.4357,0.4628
