step,reward,eval_type,seed
50176,1178.0,pi,2
50176,527.2,mppi,2
50176,1327.1,jumpy,2
100096,1632.4,pi,2
100096,1022.2,mppi,2
100096,1539.8,jumpy,2
150016,1663.2,pi,2
150016,1100.4,mppi,2
150016,1922.5,jumpy,2
200192,2050.9,pi,2
200192,1425.6,mppi,2
200192,1926.9,jumpy,2
250112,2229.6,pi,2
250112,1668.9,mppi,2
250112,2468.5,jumpy,2
300032,1645.9,pi,2
300032,1314.0,mppi,2
300032,2500.9,jumpy,2
350208,1558.6,pi,2
350208,1490.4,mppi,2
350208,2274.5,jumpy,2
400128,1949.1,pi,2
400128,1544.0,mppi,2
400128,2662.3,jumpy,2
450048,2293.1,pi,2
450048,1511.6,mppi,2
450048,2672.0,jumpy,2
500224,1825.8,pi,2
500224,1606.9,mppi,2
500224,2711.0,jumpy,2
