step,reward,eval_type,seed
50176,0.0,pi,0
50176,0.0,mppi,0
100096,1.6,pi,0
100096,4.7,mppi,0
150016,0.2,pi,0
150016,1.3,mppi,0
200192,0.8,pi,0
200192,0.0,mppi,0
250112,3.6,pi,0
250112,2.3,mppi,0
300032,0.2,pi,0
300032,0.0,mppi,0
350208,4.0,pi,0
350208,0.0,mppi,0
400128,0.0,pi,0
400128,0.0,mppi,0
450048,0.0,pi,0
450048,0.0,mppi,0
500224,0.2,pi,0
500224,0.3,mppi,0
550144,0.0,pi,0
550144,0.0,mppi,0
600064,0.0,pi,0
600064,1.7,mppi,0
650240,1.6,pi,0
650240,0.0,mppi,0
700160,3.4,pi,0
700160,1.7,mppi,0
750080,2.2,pi,0
750080,0.7,mppi,0
800000,3.8,pi,0
800000,2.3,mppi,0
850176,5.6,pi,0
850176,1.0,mppi,0
900096,3.2,pi,0
900096,2.0,mppi,0
950016,0.0,pi,0
950016,3.3,mppi,0
1000192,0.0,pi,0
1000192,2.3,mppi,0
