step,seed,pi_return,mppi_return,phase_entropy,value_r2
50176,2,119.6,122.3,2.1234,0.1213
100096,2,153.1,176.6,2.2049,-0.1161
150016,2,304.8,310.8,1.8412,0.7111
200192,2,312.2,96.6,1.7925,0.1929
250112,2,320.2,433.8,2.2015,0.9108
300032,2,469.6,500.1,2.1007,0.1754
350208,2,523.4,516.1,1.7262,0.0420
400128,2,323.9,272.6,2.1753,0.0101
450048,2,0.2,97.7,0.1297,0.9641
500224,2,554.0,532.7,1.7353,0.5347
