step,reward,eval_type,seed
250112,0.0,pi,2
250112,1.0,mppi,2
500224,0.0,pi,2
500224,0.0,mppi,2
750080,0.0,pi,2
750080,0.8,mppi,2
1000192,1.8,pi,2
1000192,0.0,mppi,2
1250048,2.3,pi,2
1250048,8.9,mppi,2
1500160,2.8,pi,2
1500160,2.3,mppi,2
1750016,1.8,pi,2
1750016,0.0,mppi,2
2000128,2.5,pi,2
2000128,3.1,mppi,2
2250240,6.2,pi,2
2250240,0.0,mppi,2
2500096,9.0,pi,2
2500096,9.5,mppi,2
2750208,4.2,pi,2
2750208,10.4,mppi,2
3000064,1.6,pi,2
3000064,11.8,mppi,2
3250176,7.4,pi,2
3250176,2.0,mppi,2
3500032,168.9,pi,2
3500032,195.5,mppi,2
3750144,185.7,pi,2
3750144,184.5,mppi,2
4000000,34.5,pi,2
4000000,69.3,mppi,2
4250112,193.6,pi,2
4250112,170.7,mppi,2
4500224,185.7,pi,2
4500224,182.4,mppi,2
4750080,62.2,pi,2
4750080,10.7,mppi,2
5000192,11.6,pi,2
5000192,10.8,mppi,2
5250048,5.1,pi,2
5250048,3.4,mppi,2
5500160,8.6,pi,2
5500160,19.0,mppi,2
5750016,192.3,pi,2
5750016,204.3,mppi,2
6000128,16.3,pi,2
6000128,14.8,mppi,2
6250240,213.2,pi,2
6250240,239.6,mppi,2
6500096,207.3,pi,2
6500096,244.6,mppi,2
6750208,197.4,pi,2
6750208,219.8,mppi,2
7000064,10.2,pi,2
7000064,12.9,mppi,2
7250176,158.8,pi,2
7250176,60.9,mppi,2
7500032,205.6,pi,2
7500032,231.5,mppi,2
7750144,212.1,pi,2
7750144,233.8,mppi,2
8000000,202.1,pi,2
8000000,230.3,mppi,2
8250112,223.6,pi,2
8250112,241.0,mppi,2
8500224,213.5,pi,2
8500224,220.6,mppi,2
8750080,232.5,pi,2
8750080,248.1,mppi,2
9000192,246.7,pi,2
9000192,238.6,mppi,2
9250048,236.6,pi,2
9250048,252.6,mppi,2
9500160,11.1,pi,2
9500160,11.4,mppi,2
9750016,278.5,pi,2
9750016,268.4,mppi,2
10000128,273.1,pi,2
10000128,191.6,mppi,2
