training/bc/bc_log_prob,training/bc/bc_loss,training/bc/mse,training/bc/std,training/flow_occupancy/current_flow_matching_loss,training/flow_occupancy/flow_future_obs_max,training/flow_occupancy/flow_future_obs_min,training/flow_occupancy/flow_matching_loss,training/flow_occupancy/future_flow_matching_loss,training/flow_occupancy/kl_loss,training/flow_occupancy/neg_elbo_loss,training/grad/max,training/grad/min,training/grad/norm,validation/bc/bc_log_prob,validation/bc/bc_loss,validation/bc/mse,validation/bc/std,validation/flow_occupancy/current_flow_matching_loss,validation/flow_occupancy/flow_future_obs_max,validation/flow_occupancy/flow_future_obs_min,validation/flow_occupancy/flow_matching_loss,validation/flow_occupancy/future_flow_matching_loss,validation/flow_occupancy/kl_loss,validation/flow_occupancy/neg_elbo_loss,time/epoch_time,time/total_time,step
-4.6483483,4.6483483,0.021462366,1.0,1.4845271,6.6924376,-3.401138,0.015653025,0.0008159145,0.03850739,0.017578395,0.036629558,-0.030640405,0.3544541,-4.640793,4.640793,0.018440237,1.0,1.4986026,2.9651728,-3.2243614,0.015837217,0.00085978885,0.0411143,0.017892933,0.006667113637924194,33.33557868003845,5000
-4.638336,4.638336,0.017457426,1.0,1.0883036,3.1661966,-3.4263735,0.0115170255,0.0006403941,0.039660934,0.013500072,0.028528837,-0.0313586,0.34347102,-4.626727,4.626727,0.012813888,1.0,1.1948483,3.9415958,-3.1908612,0.012485766,0.0005427103,0.041480124,0.014559772,0.002616027069091797,46.4157178401947,10000
-4.640232,4.640232,0.018215792,1.0,0.9793273,3.8941445,-3.3323493,0.010676195,0.0008918408,0.03696619,0.012524504,0.022486033,-0.03564815,0.39342424,-4.642347,4.642347,0.019061765,1.0,1.1733621,4.0907483,-3.9051056,0.013118983,0.0013993564,0.036306724,0.014934319,0.0025697333335876465,59.26438808441162,15000
-4.644845,4.644845,0.02006085,1.0,1.060003,4.8970656,-4.211857,0.012173286,0.0015891471,0.03560341,0.013953457,0.023733053,-0.031198664,0.4136957,-4.650591,4.650591,0.022359198,1.0,1.1503669,4.522769,-4.408598,0.012912188,0.0014227453,0.03646012,0.014735194,0.002587424373626709,72.20151400566101,20000
-4.634034,4.634034,0.01573652,1.0,0.8974756,4.995465,-4.892715,0.013373038,0.0044427095,0.03931129,0.0153386025,0.02419288,-0.034687057,0.65931267,-4.639996,4.639996,0.018121338,1.0,1.1098663,4.522769,-5.0196333,0.014083846,0.003015337,0.0482383,0.01649576,0.0025568883895874025,84.98595952987671,25000
-4.6343274,4.6343274,0.015853956,1.0,1.0029057,4.995465,-5.316883,0.011130224,0.0011122898,0.038345747,0.013047512,0.036753446,-0.03317867,0.4179445,-4.6442738,4.6442738,0.01983258,1.0,1.0570483,4.522769,-6.2121186,0.013803108,0.0032652777,0.038344223,0.015720319,0.002609071397781372,98.03132009506226,30000
-4.650176,4.650176,0.022193445,1.0,1.0138603,4.995465,-5.516734,0.011765676,0.0016435077,0.049306657,0.0142310085,0.02205507,-0.056727286,0.6020369,-4.662449,4.662449,0.027102334,1.0,1.3777963,5.1732917,-8.434641,0.015894935,0.0021383571,0.09457396,0.020623632,0.0025499366283416747,110.78100657463074,35000
-4.642772,4.642772,0.01923181,1.0,0.9491373,4.995465,-6.0901737,0.012675198,0.003215986,0.042602204,0.014805308,0.032361265,-0.037800953,0.5836595,-4.6337543,4.6337543,0.015624577,1.0,1.1021544,4.76107,-6.9328876,0.013388454,0.0023908191,0.042388562,0.015507882,0.0025587490558624266,123.57475543022156,40000
-4.6347303,4.6347303,0.016015043,1.0,1.0423062,9.325381,-6.227222,0.012959937,0.0025625003,0.042407412,0.015080308,0.027023444,-0.039591093,0.4798915,-4.642347,4.642347,0.019061713,1.0,0.9241429,6.481335,-7.214463,0.014436917,0.005247968,0.0407544,0.016474638,0.0025721187114715574,136.4353528022766,45000
-4.629297,4.629297,0.013841689,1.0,0.9240694,10.440459,-7.708484,0.01122221,0.0020015312,0.044658862,0.0134551525,0.057356026,-0.030177277,0.5420857,-4.634326,4.634326,0.01585349,1.0,1.0915201,4.522769,-6.705861,0.016322076,0.0054614893,0.04487832,0.018565992,0.002504629468917847,148.95850348472595,50000
-4.6370997,4.6370997,0.016962824,1.0,0.9230428,5.3408303,-8.398183,0.012483256,0.0032856856,0.0700516,0.015985835,0.0262303,-0.024678973,0.5400058,-4.6387415,4.6387415,0.01761944,1.0,1.1386118,5.4784994,-6.8784604,0.013802404,0.0024406947,0.07156913,0.01738086,0.0025600989818572997,161.75900197029114,55000
-4.6295414,4.6295414,0.013939383,1.0,1.4374757,5.695002,-6.788667,0.016885314,0.0025359173,0.082113594,0.020990994,0.030337466,-0.038222853,0.62975127,-4.63565,4.63565,0.016382992,1.0,1.2459086,5.5398154,-7.953403,0.014919537,0.0024853046,0.08357769,0.019098422,0.0025746150493621825,174.6320812702179,60000
