step,eval_type,seed,full_reward_rate,standing_rate,fall_count,time_to_first_full
250112,pi,6,0.2570,0.2652,16.0,63.2
250112,mppi,6,0.2906,0.3063,14.25,68.625
500224,pi,6,0.3380,0.3818,15.2,68.0
500224,mppi,6,0.3526,0.4081,14.625,74.0
750080,pi,6,0.3846,0.4092,16.4,45.0
750080,mppi,6,0.3848,0.4099,15.75,62.125
1000192,pi,6,0.3962,0.4040,16.0,55.4
1000192,mppi,6,0.4107,0.4206,15.75,46.75
1250048,pi,6,0.3554,0.3754,13.4,57.6
1250048,mppi,6,0.4078,0.4286,14.375,41.5
1500160,pi,6,0.4302,0.4534,15.6,47.8
1500160,mppi,6,0.4430,0.4576,15.0,48.25
1750016,pi,6,0.4318,0.4554,15.0,53.0
1750016,mppi,6,0.4459,0.4652,15.25,47.25
2000128,pi,6,0.4384,0.4628,15.0,47.0
2000128,mppi,6,0.4507,0.4774,14.875,58.5
