step,seed,pi_reward,mppi_reward,mppi_minus_pi,selected,reward,margin
250112,6,212.5,217.6,5.0,pi,212.5,25.0
500224,6,259.7,266.2,6.5,pi,259.7,25.0
750080,6,313.1,320.5,7.3,pi,313.1,25.0
1000192,6,335.9,350.5,14.6,pi,335.9,25.0
1250048,6,292.5,343.7,51.2,mppi,343.7,25.0
1500160,6,359.7,372.6,12.9,pi,359.7,25.0
1750016,6,360.2,378.5,18.3,pi,360.2,25.0
2000128,6,359.8,374.6,14.8,pi,359.8,25.0
