step,seed,pi_reward,mppi_reward,mppi_minus_pi,selected,reward,margin
250112,10,0.0,0.0,0.0,pi,0.0,25.0
500224,10,334.2,327.5,-6.8,pi,334.2,25.0
750080,10,436.3,551.1,114.8,mppi,551.1,25.0
1000192,10,506.9,537.5,30.6,mppi,537.5,25.0
1250048,10,439.8,554.4,114.6,mppi,554.4,25.0
1500160,10,545.5,554.7,9.1,pi,545.5,25.0
1750016,10,538.4,552.8,14.4,pi,538.4,25.0
2000128,10,522.8,541.3,18.5,pi,522.8,25.0
