step,reward,eval_type,seed
50176,396.9,pi,3
50176,878.1,mppi,3
50176,896.8,jumpy,3
100096,2294.3,pi,3
100096,1149.8,mppi,3
100096,1635.0,jumpy,3
150016,2560.8,pi,3
150016,1408.1,mppi,3
150016,1990.2,jumpy,3
200192,654.5,pi,3
200192,294.2,mppi,3
200192,1421.8,jumpy,3
250112,1670.9,pi,3
250112,867.9,mppi,3
250112,1156.4,jumpy,3
300032,1564.5,pi,3
300032,755.7,mppi,3
300032,1479.5,jumpy,3
350208,1977.4,pi,3
350208,804.2,mppi,3
350208,1968.1,jumpy,3
400128,1688.0,pi,3
400128,1377.0,mppi,3
400128,2621.3,jumpy,3
450048,2302.7,pi,3
450048,1544.3,mppi,3
450048,1067.9,jumpy,3
500224,2684.8,pi,3
500224,1837.5,mppi,3
500224,2559.3,jumpy,3
