step,seed,pi_return,mppi_return,phase_entropy
50176,0,555.4,446.0,1.6190
100096,0,1850.4,1884.5,1.8007
150016,0,2945.9,1496.0,1.2953
200192,0,3300.4,2750.1,1.6326
250112,0,1102.6,940.8,0.6287
300032,0,2123.8,1949.8,1.8291
350208,0,653.8,782.6,1.0286
400128,0,1631.9,1208.0,2.0146
450048,0,2634.1,2665.9,2.1446
500224,0,233.6,538.7,1.8438
