training/bc/bc_log_prob,training/bc/bc_loss,training/bc/mse,training/bc/std,training/flow_occupancy/current_flow_matching_loss,training/flow_occupancy/flow_future_obs_max,training/flow_occupancy/flow_future_obs_min,training/flow_occupancy/flow_matching_loss,training/flow_occupancy/future_flow_matching_loss,training/flow_occupancy/gamma_h_mean,training/flow_occupancy/kl_loss,training/flow_occupancy/neg_elbo_loss,training/grad/max,training/grad/min,training/grad/norm,validation/bc/bc_log_prob,validation/bc/bc_loss,validation/bc/mse,validation/bc/std,validation/flow_occupancy/current_flow_matching_loss,validation/flow_occupancy/flow_future_obs_max,validation/flow_occupancy/flow_future_obs_min,validation/flow_occupancy/flow_matching_loss,validation/flow_occupancy/future_flow_matching_loss,validation/flow_occupancy/gamma_h_mean,validation/flow_occupancy/kl_loss,validation/flow_occupancy/neg_elbo_loss,time/epoch_time,time/total_time,step
-7.7152934,7.7152934,0.09094635,1.0,0.95347077,3.3063657,-3.7605705,0.013330381,0.007836038,0.986938,0.7009022,0.020339403,0.06639446,-0.083632044,1.6557229,-7.8060284,7.8060284,0.11362997,1.0,0.89386296,3.724215,-3.7598178,0.010348072,0.008209535,0.9888695,0.70888156,0.017436888,0.011617541313171387,58.08772015571594,5000
-7.6917744,7.6917744,0.08506654,1.0,0.97104657,5.5347342,-5.8556457,0.018486077,0.062417097,0.9888537,1.0503631,0.028989706,0.07074999,-0.053406015,2.0603242,-7.762795,7.762795,0.10282166,1.0,1.0976385,5.326017,-5.9988246,0.020262934,0.04773926,0.98783314,1.0525444,0.030788377,0.003535453462600708,75.76499366760254,10000
-7.6199965,7.6199965,0.06712204,1.0,1.7749695,5.5347342,-5.8556457,0.023662914,0.04806661,0.98664856,1.5952755,0.03961567,0.0629025,-0.04904564,1.8955281,-7.674095,7.674095,0.08064671,1.0,1.8625553,5.326017,-5.9988246,0.03163632,0.10371655,0.98841876,1.5801004,0.047437325,0.003579090213775635,93.66045045852661,15000
-7.6178083,7.6178083,0.06657508,1.0,1.4020524,5.5347342,-5.8556457,0.020708254,0.020650964,0.9878428,1.2687178,0.033395432,0.052958593,-0.06807583,1.491935,-7.6862154,7.6862154,0.08367674,1.0,1.8177259,5.326017,-5.9988246,0.024974711,0.046898436,0.9866603,1.2639,0.037613712,0.003580515956878662,111.56303548812866,20000
-7.663005,7.663005,0.077874266,1.0,1.3789856,5.5347342,-5.8556457,0.050493035,0.1658164,0.987708,1.3567998,0.06406103,0.17118096,-0.13733043,3.3741457,-7.651287,7.651287,0.074944645,1.0,1.300401,5.326017,-5.9988246,0.027735468,0.06886719,0.9874552,1.3363581,0.04109905,0.003613631248474121,129.63119840621948,25000
-7.730642,7.730642,0.09478344,1.0,2.072329,5.5347342,-5.8556457,0.03283078,0.038504004,0.987674,1.199156,0.04482234,0.06925628,-0.06260228,2.0106661,-7.694394,7.694394,0.08572152,1.0,1.4005785,5.326017,-5.9988246,0.015901476,0.03362786,0.9873454,1.2157677,0.028059153,0.0036042884826660154,147.65264630317688,30000
-7.682761,7.682761,0.08281331,1.0,0.8896744,5.5347342,-5.8556457,0.025396913,0.1685557,0.9872701,1.095228,0.036349192,0.1324704,-0.09824895,2.7908216,-7.6642914,7.6642914,0.078195885,1.0,0.77956444,5.326017,-5.9988246,0.040105388,0.11402827,0.9875126,1.1068162,0.05117355,0.0035663586139678956,165.48444485664368,35000
-7.6495523,7.6495523,0.07451117,1.0,1.2335676,5.5347342,-5.8556457,0.032588713,0.07594739,0.9872881,0.61185944,0.03870731,0.049486488,-0.059729733,1.6203775,-7.674484,7.674484,0.08074385,1.0,0.76990324,5.326017,-5.9988246,0.023765644,0.1004597,0.9874109,0.60650367,0.029830681,0.003607952880859375,183.52421474456787,40000
-7.6429696,7.6429696,0.07286536,1.0,1.0911463,5.5347342,-5.8556457,0.022187512,0.06910678,0.9872938,0.67916703,0.028979182,0.1360064,-0.105512716,2.6276278,-7.6572046,7.6572046,0.07642417,1.0,0.86241525,5.326017,-5.9988246,0.0283961,0.07912979,0.9868432,0.66907,0.0350868,0.0036200677394866944,201.62455868721008,45000
-7.62132,7.62132,0.06745303,1.0,0.7912166,5.5347342,-5.8556457,0.01629978,0.0892281,0.9881444,0.48803318,0.021180112,0.051588446,-0.085356355,1.4695625,-7.732476,7.732476,0.09524204,1.0,0.78845584,5.326017,-5.9988246,0.016936036,0.09760456,0.98768955,0.4800834,0.02173687,0.0035209993839263915,219.22956132888794,50000
