task,seed,step,reward
HopperHop,3,4177920,0.0509
HopperHop,3,8355840,0.2497
HopperHop,3,12533760,0.2442
HopperHop,3,16711680,0.3013
HopperHop,3,20889600,0.8246
HopperHop,3,25067520,0.5535
HopperHop,3,29245440,0.6295
HopperHop,3,33423360,0.6735
HopperHop,3,37601280,0.9231
HopperHop,3,41779200,0.5122
HopperHop,3,45957120,0.5456
HopperHop,3,50135040,0.5095
