task,seed,step,reward
FingerTurnEasy,1,4177920,150.1641
FingerTurnEasy,1,8355840,209.1113
FingerTurnEasy,1,12533760,190.8301
FingerTurnEasy,1,16711680,198.6582
FingerTurnEasy,1,20889600,112.0918
FingerTurnEasy,1,25067520,166.8613
FingerTurnEasy,1,29245440,170.9141
FingerTurnEasy,1,33423360,182.4414
FingerTurnEasy,1,37601280,183.1875
FingerTurnEasy,1,41779200,164.3008
FingerTurnEasy,1,45957120,218.3242
FingerTurnEasy,1,50135040,181.4941
