task,seed,step,reward
ReacherEasy,2,4177920,99.7969
ReacherEasy,2,8355840,114.8145
ReacherEasy,2,12533760,95.5254
ReacherEasy,2,16711680,179.2656
ReacherEasy,2,20889600,247.0039
ReacherEasy,2,25067520,341.3516
ReacherEasy,2,29245440,309.6016
ReacherEasy,2,33423360,420.9746
ReacherEasy,2,37601280,473.1836
ReacherEasy,2,41779200,450.5996
ReacherEasy,2,45957120,252.1113
ReacherEasy,2,50135040,412.5254
