task,seed,step,reward
HopperStand,2,4177920,5.7870
HopperStand,2,8355840,4.7949
HopperStand,2,12533760,5.2985
HopperStand,2,16711680,5.9613
HopperStand,2,20889600,4.7074
HopperStand,2,25067520,4.2795
HopperStand,2,29245440,5.2474
HopperStand,2,33423360,4.6874
HopperStand,2,37601280,3.3973
HopperStand,2,41779200,3.8020
HopperStand,2,45957120,5.0907
HopperStand,2,50135040,4.7687
