task,seed,step,reward
WalkerRun,2,4177920,38.6191
WalkerRun,2,8355840,40.1810
WalkerRun,2,12533760,39.3234
WalkerRun,2,16711680,39.2145
WalkerRun,2,20889600,37.0310
WalkerRun,2,25067520,39.0415
WalkerRun,2,29245440,36.3458
WalkerRun,2,33423360,35.7668
WalkerRun,2,37601280,46.0129
WalkerRun,2,41779200,43.3769
WalkerRun,2,45957120,39.6969
WalkerRun,2,50135040,43.7565
