task,seed,step,reward
CheetahRun,1,491520,1.5562
CheetahRun,1,737280,9.5634
CheetahRun,1,983040,16.1130
CheetahRun,1,1228800,18.2595
CheetahRun,1,1474560,27.9024
CheetahRun,1,1720320,38.4014
CheetahRun,1,1966080,38.4697
CheetahRun,1,2211840,43.8092
