step,seed,pi_return,mppi_return,phase_entropy,value_r2
50176,2,1137.6,579.1,2.0508,0.9314
100096,2,2615.4,1654.8,1.2260,0.3868
150016,2,2714.2,1881.6,1.5277,0.5217
200192,2,2884.3,1801.2,1.2380,0.3049
250112,2,2717.6,1179.7,1.7651,0.6216
300032,2,3091.6,1407.8,1.1697,0.3688
350208,2,2912.2,1798.0,1.0839,0.4182
400128,2,3162.5,1918.9,1.4232,0.5192
450048,2,2883.4,1106.7,1.7814,0.7558
500224,2,3065.2,1271.1,1.7203,0.5397
