step,seed,pi_return,mppi_return,phase_entropy,value_r2
50176,1,1520.6,680.1,0.9392,0.6904
100096,1,2106.0,1186.6,2.1356,0.7532
150016,1,2748.9,1347.2,1.6836,0.6778
200192,1,2196.0,1068.3,2.1261,0.8239
250112,1,684.8,909.5,1.1228,0.9239
300032,1,1648.6,1142.6,1.7284,0.9459
350208,1,2464.3,1891.2,1.9379,0.8413
400128,1,2468.7,2157.6,1.8250,0.5658
450048,1,2035.0,1754.4,2.1640,0.8518
500224,1,2187.7,1289.2,2.0144,0.7794
