step,seed,pi_return,mppi_return,phase_entropy,value_r2
50176,2,484.2,633.3,1.5788,0.9593
100096,2,2382.5,1377.7,1.3923,0.6703
150016,2,1873.7,1368.3,2.3159,0.8700
200192,2,2475.8,1883.5,2.1070,0.8212
250112,2,2627.8,2427.6,2.1326,0.7800
300032,2,2089.8,1843.6,1.9963,0.8246
350208,2,2581.3,1731.6,1.7607,0.6066
400128,2,2683.5,1891.7,1.8154,0.7449
