step,reward,eval_type,seed
50176,382.7,pi,2
50176,453.1,mppi,2
100096,349.3,pi,2
100096,609.9,mppi,2
150016,267.0,pi,2
150016,278.1,mppi,2
200192,428.8,pi,2
200192,489.0,mppi,2
250112,628.6,pi,2
250112,293.5,mppi,2
300032,474.9,pi,2
300032,316.5,mppi,2
350208,467.2,pi,2
350208,354.1,mppi,2
400128,1064.9,pi,2
400128,393.0,mppi,2
450048,710.6,pi,2
450048,234.2,mppi,2
500224,417.3,pi,2
500224,240.5,mppi,2
