step,seed,pi_return,mppi_return,phase_entropy
50176,1,38.7,39.0,1.1607
100096,1,162.9,162.2,1.2333
150016,1,257.9,256.6,1.5929
200192,1,296.9,310.4,1.9359
250112,1,343.3,257.4,2.3250
300032,1,304.8,407.8,2.7057
350208,1,307.7,102.0,2.4548
400128,1,469.3,460.3,2.1463
450048,1,533.0,534.1,1.9700
500224,1,484.3,429.9,2.3043
