step,seed,pi_return,mppi_return,phase_entropy
50176,3,393.0,640.9,0.8575
100096,3,3139.0,3172.4,0.4165
150016,3,262.4,433.8,0.2499
200192,3,250.3,470.9,1.3180
250112,3,504.6,551.4,1.7841
300032,3,371.3,315.8,0.9573
350208,3,407.1,414.6,1.7329
400128,3,427.4,547.0,1.5592
450048,3,312.7,308.1,1.0129
500224,3,869.5,537.5,2.5580
