step,reward,eval_type,seed
2500096,2.0,pi,1
2500096,2.2,mppi,1
250112,0.0,pi,2
250112,2.4,mppi,2
2750208,86.7,pi,1
2750208,79.0,mppi,1
500224,0.1,pi,2
500224,0.0,mppi,2
3000064,133.6,pi,1
3000064,163.1,mppi,1
750080,19.1,pi,2
750080,4.8,mppi,2
3250176,92.3,pi,1
3250176,79.4,mppi,1
1000192,13.5,pi,2
1000192,18.9,mppi,2
3500032,185.4,pi,1
3500032,168.5,mppi,1
1250048,12.3,pi,2
1250048,20.8,mppi,2
3750144,88.6,pi,1
3750144,85.9,mppi,1
1500160,0.0,pi,2
1500160,5.8,mppi,2
4000000,134.6,pi,1
4000000,174.2,mppi,1
1750016,14.3,pi,2
1750016,0.0,mppi,2
4250112,145.1,pi,1
4250112,170.5,mppi,1
2000128,16.5,pi,2
2000128,15.3,mppi,2
4500224,186.3,pi,1
4500224,268.3,mppi,1
2250240,21.8,pi,2
2250240,211.2,mppi,2
4750080,91.4,pi,1
4750080,87.9,mppi,1
2500096,250.6,pi,2
2500096,264.9,mppi,2
5000192,145.8,pi,1
5000192,269.2,mppi,1
2750208,279.8,pi,2
2750208,293.8,mppi,2
5250048,182.8,pi,1
5250048,176.6,mppi,1
3000064,263.3,pi,2
3000064,294.3,mppi,2
5500160,141.2,pi,1
5500160,87.6,mppi,1
3250176,261.0,pi,2
3250176,292.6,mppi,2
5750016,186.2,pi,1
5750016,176.9,mppi,1
3500032,269.7,pi,2
3500032,303.4,mppi,2
