step,seed,pi_return,mppi_return,phase_entropy
50176,0,969.7,843.3,1.7139
100096,0,773.4,1001.3,1.7993
150016,0,1745.9,1814.2,1.4906
200192,0,673.7,1229.9,0.1315
250112,0,2428.7,1716.8,1.5322
300032,0,2521.7,3652.0,1.0465
350208,0,1667.2,2205.1,1.3545
400128,0,840.2,591.9,1.0044
450048,0,821.3,1010.4,1.7418
500224,0,638.9,309.6,1.2324
