step,reward,eval_type,seed
50176,0.4,pi,2
50176,0.0,mppi,2
50176,0.0,jumpy,2
100096,2.0,pi,2
100096,0.0,mppi,2
100096,0.0,jumpy,2
150016,0.0,pi,2
150016,0.0,mppi,2
150016,0.0,jumpy,2
200192,0.0,pi,2
200192,3.3,mppi,2
200192,25.3,jumpy,2
250112,3.2,pi,2
250112,18.3,mppi,2
250112,0.0,jumpy,2
300032,0.0,pi,2
300032,0.0,mppi,2
300032,9.0,jumpy,2
350208,1.8,pi,2
350208,7.0,mppi,2
350208,0.0,jumpy,2
400128,0.0,pi,2
400128,0.0,mppi,2
400128,0.0,jumpy,2
450048,0.8,pi,2
450048,0.0,mppi,2
450048,7.0,jumpy,2
500224,2.0,pi,2
500224,0.0,mppi,2
500224,0.0,jumpy,2
