step,reward,eval_type,seed
50176,361.1,pi,0
50176,310.4,mppi,0
50176,510.5,jumpy,0
100096,387.0,pi,0
100096,289.0,mppi,0
100096,426.1,jumpy,0
150016,431.8,pi,0
150016,301.0,mppi,0
150016,999.9,jumpy,0
200192,256.1,pi,0
200192,263.5,mppi,0
200192,758.6,jumpy,0
