step,reward,eval_type,seed
50176,10.9,pi,3
50176,47.9,mppi,3
100096,191.9,pi,3
100096,200.2,mppi,3
150016,319.7,pi,3
150016,245.1,mppi,3
200192,297.0,pi,3
200192,325.4,mppi,3
250112,292.5,pi,3
250112,353.7,mppi,3
300032,403.6,pi,3
300032,334.7,mppi,3
350208,331.9,pi,3
350208,483.5,mppi,3
400128,470.0,pi,3
400128,538.4,mppi,3
450048,539.1,pi,3
450048,573.4,mppi,3
500224,515.9,pi,3
500224,532.2,mppi,3
