step,reward,eval_type,seed
50176,1.8,pi,1
50176,5.2,mppi,1
100096,2.4,pi,1
100096,10.0,mppi,1
150016,5.6,pi,1
150016,6.8,mppi,1
200192,11.8,pi,1
200192,13.9,mppi,1
250112,3.8,pi,1
250112,19.8,mppi,1
300032,3.9,pi,1
300032,8.8,mppi,1
350208,2.5,pi,1
350208,17.8,mppi,1
400128,3.2,pi,1
400128,4.9,mppi,1
450048,5.0,pi,1
450048,9.3,mppi,1
500224,11.2,pi,1
500224,3.8,mppi,1
550144,7.4,pi,1
550144,2.3,mppi,1
600064,11.5,pi,1
600064,3.9,mppi,1
650240,9.0,pi,1
650240,17.7,mppi,1
700160,17.0,pi,1
700160,15.2,mppi,1
750080,2.3,pi,1
750080,4.5,mppi,1
800000,4.7,pi,1
800000,18.3,mppi,1
850176,9.4,pi,1
850176,23.2,mppi,1
900096,7.2,pi,1
900096,9.2,mppi,1
950016,14.3,pi,1
950016,8.5,mppi,1
1000192,14.1,pi,1
1000192,18.5,mppi,1
1050112,2.0,pi,1
1050112,3.2,mppi,1
1100032,4.0,pi,1
1100032,13.4,mppi,1
1150208,2.0,pi,1
1150208,3.8,mppi,1
1200128,8.9,pi,1
1200128,9.9,mppi,1
1250048,11.4,pi,1
1250048,9.0,mppi,1
1300224,8.9,pi,1
1300224,11.9,mppi,1
1350144,4.4,pi,1
1350144,6.5,mppi,1
1400064,10.7,pi,1
1400064,12.1,mppi,1
1450240,5.5,pi,1
1450240,18.4,mppi,1
1500160,9.3,pi,1
1500160,15.5,mppi,1
