step,seed,pi_return,mppi_return,phase_entropy
50176,1,120.8,116.4,2.1537
100096,1,190.4,196.4,1.8064
150016,1,272.1,277.7,1.6300
200192,1,2.8,266.0,0.1635
250112,1,310.4,382.0,1.7211
300032,1,410.7,149.0,1.8431
350208,1,0.6,1.3,1.6248
400128,1,393.6,532.2,1.8819
450048,1,508.5,420.5,1.5275
500224,1,510.8,559.8,1.6597
