step,seed,pi_return,mppi_return,phase_entropy,value_r2
50176,3,102.1,62.9,2.6178,0.8471
100096,3,195.5,137.9,2.3153,0.6245
150016,3,152.7,98.1,3.2041,0.8940
200192,3,193.8,76.2,3.2343,0.8859
250112,3,257.0,199.8,3.1957,0.8463
300032,3,210.2,204.4,3.6971,0.8984
350208,3,357.7,140.3,3.3031,0.8700
400128,3,318.8,118.4,3.3268,0.9003
450048,3,196.6,170.6,3.5147,0.9470
500224,3,341.8,254.1,3.2985,0.8964
