step,seed,pi_return,mppi_return,phase_entropy
50176,2,1941.1,347.8,1.5048
100096,2,2821.9,1115.6,1.2369
150016,2,2808.7,1594.2,1.1381
200192,2,2788.8,828.8,1.4228
250112,2,2998.8,988.6,1.1498
300032,2,2614.5,1495.6,1.9590
350208,2,169.1,425.2,0.7240
400128,2,2938.8,817.3,1.3981
450048,2,319.4,527.5,0.9730
500224,2,1204.1,398.2,1.5286
