step,reward,eval_type,seed
50176,0.0,pi,1
50176,0.0,mppi,1
50176,0.0,jumpy,1
100096,0.0,pi,1
100096,0.0,mppi,1
100096,0.0,jumpy,1
150016,148.2,pi,1
150016,18.3,mppi,1
150016,74.0,jumpy,1
200192,206.0,pi,1
200192,56.0,mppi,1
200192,0.0,jumpy,1
250112,154.8,pi,1
250112,173.3,mppi,1
250112,645.0,jumpy,1
300032,289.6,pi,1
300032,370.7,mppi,1
300032,149.0,jumpy,1
350208,466.8,pi,1
350208,263.7,mppi,1
350208,660.3,jumpy,1
400128,509.6,pi,1
400128,572.0,mppi,1
400128,652.3,jumpy,1
450048,593.8,pi,1
450048,625.3,mppi,1
450048,648.0,jumpy,1
500224,0.0,pi,1
500224,0.0,mppi,1
500224,0.0,jumpy,1
