step,reward,eval_type,seed
250112,0.0,pi,1
250112,0.2,mppi,1
500224,161.5,pi,1
500224,145.3,mppi,1
750080,273.8,pi,1
750080,312.6,mppi,1
1000192,152.7,pi,1
1000192,147.8,mppi,1
1250048,355.4,pi,1
1250048,461.7,mppi,1
1500160,474.9,pi,1
1500160,483.7,mppi,1
1750016,439.3,pi,1
1750016,471.0,mppi,1
2000128,458.6,pi,1
2000128,503.0,mppi,1
2250240,478.7,pi,1
2250240,489.5,mppi,1
2500096,453.4,pi,1
2500096,493.3,mppi,1
2750208,454.2,pi,1
2750208,467.9,mppi,1
3000064,501.0,pi,1
3000064,521.1,mppi,1
3250176,494.4,pi,1
3250176,510.2,mppi,1
3500032,471.5,pi,1
3500032,509.4,mppi,1
3750144,442.8,pi,1
3750144,507.9,mppi,1
4000000,456.8,pi,1
4000000,500.5,mppi,1
4250112,437.8,pi,1
4250112,492.7,mppi,1
4500224,454.8,pi,1
4500224,480.3,mppi,1
4750080,414.4,pi,1
4750080,488.3,mppi,1
5000192,423.9,pi,1
5000192,492.7,mppi,1
5250048,442.6,pi,1
5250048,487.7,mppi,1
5500160,368.1,pi,1
5500160,495.1,mppi,1
5750016,456.4,pi,1
5750016,420.4,mppi,1
6000128,439.0,pi,1
6000128,492.8,mppi,1
