step,seed,pi_return,mppi_return,phase_entropy,value_r2
50176,0,0.4,4.9,0.0000,-0.0018
100096,0,3.8,23.3,0.0000,0.7388
150016,0,20.6,38.1,0.0000,0.8898
200192,0,61.4,79.9,0.0000,0.5853
250112,0,93.7,98.3,0.0000,0.6114
300032,0,63.6,30.6,0.0000,0.2130
350208,0,65.3,43.3,0.0000,0.6114
400128,0,65.5,75.9,0.0000,0.4738
450048,0,59.6,47.7,0.0000,0.3108
500224,0,66.8,107.8,0.0000,0.4788
