step,reward,eval_type,seed
250112,22.4,pi,1
250112,4.7,mppi,1
500224,73.7,pi,1
500224,47.6,mppi,1
750080,215.0,pi,1
750080,224.0,mppi,1
1000192,232.4,pi,1
1000192,254.4,mppi,1
1250048,265.7,pi,1
1250048,258.7,mppi,1
1500160,258.8,pi,1
1500160,273.6,mppi,1
1750016,265.6,pi,1
1750016,275.5,mppi,1
2000128,259.4,pi,1
2000128,280.3,mppi,1
2250240,268.8,pi,1
2250240,278.0,mppi,1
2500096,282.8,pi,1
2500096,289.0,mppi,1
2750208,271.9,pi,1
2750208,277.1,mppi,1
3000064,279.0,pi,1
3000064,274.8,mppi,1
3250176,270.2,pi,1
3250176,245.2,mppi,1
3500032,283.5,pi,1
3500032,255.0,mppi,1
3750144,284.1,pi,1
3750144,250.5,mppi,1
4000000,280.4,pi,1
4000000,255.4,mppi,1
4250112,279.9,pi,1
4250112,252.0,mppi,1
4500224,283.3,pi,1
4500224,240.6,mppi,1
4750080,289.2,pi,1
4750080,257.2,mppi,1
5000192,289.2,pi,1
5000192,254.8,mppi,1
5250048,288.3,pi,1
5250048,258.4,mppi,1
5500160,228.3,pi,1
5500160,253.5,mppi,1
