step,seed,pi_return,mppi_return,phase_entropy,value_r2
50176,1,860.3,562.6,1.8002,0.9793
100096,1,917.5,686.3,2.0982,0.9653
150016,1,2253.5,1763.6,1.9263,0.7369
200192,1,2824.2,1628.0,1.6821,0.8309
250112,1,2666.4,1372.4,1.6830,0.7887
300032,1,2222.7,1749.9,2.0717,0.8550
350208,1,2789.3,2088.3,1.6687,0.6093
400128,1,2951.9,1371.5,1.5422,0.8342
450048,1,1327.6,1265.7,1.5838,0.6420
500224,1,2566.3,1073.4,2.0111,0.6059
