training/bc/bc_log_prob,training/bc/bc_loss,training/bc/mse,training/bc/std,training/flow_occupancy/current_flow_matching_loss,training/flow_occupancy/flow_future_obs_max,training/flow_occupancy/flow_future_obs_min,training/flow_occupancy/flow_matching_loss,training/flow_occupancy/future_flow_matching_loss,training/flow_occupancy/kl_loss,training/flow_occupancy/neg_elbo_loss,training/grad/max,training/grad/min,training/grad/norm,validation/bc/bc_log_prob,validation/bc/bc_loss,validation/bc/mse,validation/bc/std,validation/flow_occupancy/current_flow_matching_loss,validation/flow_occupancy/flow_future_obs_max,validation/flow_occupancy/flow_future_obs_min,validation/flow_occupancy/flow_matching_loss,validation/flow_occupancy/future_flow_matching_loss,validation/flow_occupancy/kl_loss,validation/flow_occupancy/neg_elbo_loss,time/epoch_time,time/total_time,step
-4.648348,4.648348,0.021461962,1.0,1.4843109,6.6707387,-3.401138,0.01565011,0.0008151544,0.038423687,0.017571295,0.036673423,-0.030627696,0.35400212,-4.6407933,4.6407933,0.018440217,1.0,1.4979076,2.9659157,-3.224863,0.015836112,0.0008656937,0.041075185,0.017889872,0.0068230657577514646,34.11533808708191,5000
-4.638337,4.638337,0.017457956,1.0,1.0926023,3.1734004,-3.4195445,0.011438396,0.00051754934,0.035680696,0.013222431,0.028531175,-0.031360835,0.33903283,-4.626726,4.626726,0.01281334,1.0,1.1824791,3.9415534,-3.1908612,0.012333867,0.00051421905,0.040656965,0.014366715,0.0025691794872283935,46.96123957633972,10000
-4.64023,4.64023,0.018214954,1.0,0.9664587,3.8605247,-3.4464061,0.011186294,0.0015370792,0.034608908,0.01291674,0.022425244,-0.03563459,0.4184972,-4.6423454,4.6423454,0.01906111,1.0,1.1523628,4.035372,-3.9051056,0.012274811,0.00075877155,0.03474924,0.014012273,0.00257814621925354,59.85197448730469,15000
-4.6448455,4.6448455,0.020061096,1.0,0.9816886,4.895116,-4.1051893,0.0121037485,0.0023099622,0.034462944,0.0138268955,0.023704594,-0.031249488,0.46137804,-4.6505895,4.6505895,0.02235874,1.0,1.1356539,4.2175913,-4.057262,0.013040811,0.0017012855,0.034821752,0.014781899,0.002602779960632324,72.865877866745,20000
-4.634031,4.634031,0.015735326,1.0,0.9070448,4.995465,-4.92578,0.0124029,0.0033661122,0.041582674,0.014482033,0.024149384,-0.034595463,0.47179687,-4.6399984,4.6399984,0.018122435,1.0,1.1201168,4.522769,-5.5204353,0.014449878,0.003281525,0.045784056,0.01673908,0.003727339029312134,91.50257778167725,25000
-4.634324,4.634324,0.015852604,1.0,1.0483392,4.995465,-5.0194626,0.012724809,0.002264058,0.03354897,0.014402258,0.036933284,-0.033071775,0.4537271,-4.644272,4.644272,0.019831749,1.0,1.0777571,4.522769,-6.5152493,0.013539523,0.0027898506,0.032820724,0.015180559,0.0026028074264526366,104.5166187286377,30000
-4.650175,4.650175,0.022193072,1.0,0.982485,4.995465,-5.2728176,0.011783986,0.0019789257,0.051851936,0.0143765835,0.02210421,-0.056725673,0.64060634,-4.662435,4.662435,0.02709696,1.0,1.2950225,4.7140307,-8.095354,0.014919132,0.0019887977,0.09043689,0.019440977,0.002551614761352539,117.2746958732605,35000
-4.6427765,4.6427765,0.019233549,1.0,0.96446466,4.995465,-6.857282,0.012932393,0.0033209554,0.048751224,0.015369954,0.032341927,-0.037767176,0.57825637,-4.6337576,4.6337576,0.015626067,1.0,1.0885347,5.124553,-7.495412,0.013113587,0.0022507485,0.049212,0.015574187,0.0025499571800231932,130.02448558807373,40000
-4.634738,4.634738,0.016018039,1.0,1.0652161,7.21967,-5.9785867,0.013324382,0.0026992136,0.04520382,0.015584573,0.027076334,-0.03960563,0.48051503,-4.6423535,4.6423535,0.019064445,1.0,0.9446881,10.545729,-7.0451293,0.014067119,0.0046669086,0.04413218,0.016273728,0.002576849603652954,142.90873765945435,45000
-4.629299,4.629299,0.013842662,1.0,0.95590365,10.744578,-7.8936615,0.011862082,0.0023263092,0.04982911,0.014353538,0.05738851,-0.030252585,0.5214119,-4.634326,4.634326,0.015853425,1.0,1.1059829,5.0935907,-6.855583,0.015223082,0.004205308,0.05006937,0.01772655,0.0025202159404754637,155.5098214149475,50000
-4.6370983,4.6370983,0.016962161,1.0,0.91447806,5.106613,-7.8871484,0.011846533,0.0027290434,0.05766982,0.014730024,0.026505869,-0.024647214,0.50637376,-4.638737,4.638737,0.017617851,1.0,1.1030898,5.0216684,-7.0737042,0.014189509,0.0031905174,0.060313523,0.017205184,0.0025167082786560057,168.09336686134338,55000
-4.629489,4.629489,0.01391873,1.0,1.4097695,5.39989,-6.937197,0.015848497,0.0017684867,0.085016534,0.020099323,0.030317876,-0.038431887,0.7143949,-4.635679,4.635679,0.016394576,1.0,1.2590582,5.2255154,-7.639737,0.015894262,0.0033370503,0.08494291,0.020141408,0.002551457738876343,180.85065984725952,60000
-4.6313467,4.6313467,0.014661724,1.0,1.1343861,4.995465,-7.265745,0.014778795,0.00346963,0.06385416,0.017971503,0.029188503,-0.05142007,0.7149099,-4.644014,4.644014,0.019728491,1.0,1.4583333,5.3596363,-9.287294,0.017564192,0.0030109712,0.0638523,0.020756807,0.002531221628189087,193.50677180290222,65000
-4.6332774,4.6332774,0.015433959,1.0,0.94510895,5.6229334,-7.26762,0.012841005,0.003424157,0.06424751,0.01605338,0.04834331,-0.03319229,0.541842,-4.630104,4.630104,0.0141645735,1.0,1.082669,5.4576435,-9.579168,0.0155166,0.004737283,0.062358443,0.018634522,0.002524519062042236,206.12937092781067,70000
-4.6321306,4.6321306,0.014975259,1.0,0.8435621,14.558424,-7.523023,0.0105873495,0.0021734626,0.061900757,0.013682388,0.021658977,-0.02207515,0.65136516,-4.63658,4.63658,0.016755033,1.0,1.2019181,5.561274,-8.768937,0.018494422,0.0065406472,0.061627917,0.021575818,0.0025273372173309325,218.7660608291626,75000
-4.6374073,4.6374073,0.017085928,1.0,1.0334411,5.276846,-8.420212,0.0131245665,0.0028183393,0.072493404,0.016749237,0.022459267,-0.023722695,0.616902,-4.6359177,4.6359177,0.01649007,1.0,1.150216,7.4830008,-8.794818,0.015308237,0.0038445224,0.07090776,0.018853625,0.002525335454940796,231.39274191856384,80000
-4.637746,4.637746,0.017221238,1.0,1.1736215,10.145821,-7.903195,0.015158386,0.0034567383,0.09218261,0.019767515,0.036912452,-0.03330038,0.73661965,-4.644746,4.644746,0.02002139,1.0,1.4484289,5.3433194,-9.5164385,0.019775573,0.005344731,0.09201315,0.02437623,0.0025560497760772705,244.17299437522888,85000
-4.6335745,4.6335745,0.015552851,1.0,1.1516247,7.2612543,-9.531462,0.013716744,0.0022227257,0.109345615,0.019184025,0.025216118,-0.044622015,0.7542898,-4.627097,4.627097,0.012961775,1.0,1.3021046,6.6794143,-9.970777,0.0204283,0.007482077,0.1079196,0.02582428,0.0025282906532287596,256.8144519329071,90000
-4.6295395,4.6295395,0.013938931,1.0,1.0615499,5.244042,-9.293622,0.014043005,0.0034621286,0.08585392,0.018335702,0.049904462,-0.027220044,0.75459015,-4.637541,4.637541,0.017139366,1.0,1.1548442,6.4104424,-10.454669,0.02076168,0.0093063,0.08677992,0.025100676,0.002482543897628784,269.22717547416687,95000
-4.630014,4.630014,0.014128417,1.0,1.1661305,10.151533,-10.592136,0.014915043,0.0032866038,0.08577865,0.019203976,0.038486484,-0.021881685,0.7616559,-4.645758,4.645758,0.02042618,1.0,1.1063786,6.4437265,-10.577975,0.016585933,0.0055779275,0.10390639,0.021781253,0.0025641906261444094,282.048131942749,100000
