step,reward,eval_type,seed
50176,371.3,pi,4
50176,267.0,mppi,4
50176,953.3,jumpy,4
100096,458.9,pi,4
100096,274.6,mppi,4
100096,332.4,jumpy,4
150016,64.7,pi,4
150016,132.8,mppi,4
150016,239.3,jumpy,4
200192,207.2,pi,4
200192,268.3,mppi,4
200192,585.2,jumpy,4
250112,649.2,pi,4
250112,842.1,mppi,4
250112,1512.8,jumpy,4
300032,429.3,pi,4
300032,441.0,mppi,4
300032,917.8,jumpy,4
350208,1638.9,pi,4
350208,847.4,mppi,4
350208,1896.2,jumpy,4
400128,1791.6,pi,4
400128,1141.5,mppi,4
400128,1077.5,jumpy,4
450048,2321.9,pi,4
450048,1025.7,mppi,4
450048,2287.1,jumpy,4
500224,2181.7,pi,4
500224,1415.6,mppi,4
500224,2215.6,jumpy,4
