step,reward,eval_type,seed
50176,0.0,pi,1
50176,0.0,mppi,1
50176,0.0,jumpy,1
100096,0.0,pi,1
100096,0.0,mppi,1
100096,77.7,jumpy,1
150016,968.0,pi,1
150016,963.7,mppi,1
150016,765.0,jumpy,1
200192,926.0,pi,1
200192,962.3,mppi,1
200192,162.3,jumpy,1
250112,932.0,pi,1
250112,932.7,mppi,1
250112,0.0,jumpy,1
300032,971.0,pi,1
300032,971.7,mppi,1
300032,240.0,jumpy,1
350208,973.0,pi,1
350208,971.3,mppi,1
350208,0.0,jumpy,1
400128,961.0,pi,1
400128,964.0,mppi,1
400128,683.3,jumpy,1
450048,971.0,pi,1
450048,970.3,mppi,1
450048,487.0,jumpy,1
500224,974.0,pi,1
500224,970.0,mppi,1
500224,699.3,jumpy,1
