step,reward,eval_type,seed
50176,75.0,pi,1
50176,56.2,mppi,1
50176,126.9,jumpy,1
100096,244.0,pi,1
100096,272.3,mppi,1
100096,258.7,jumpy,1
150016,360.6,pi,1
150016,468.1,mppi,1
150016,341.1,jumpy,1
200192,0.4,pi,1
200192,4.2,mppi,1
200192,77.7,jumpy,1
250112,169.7,pi,1
250112,190.0,mppi,1
250112,477.4,jumpy,1
300032,522.3,pi,1
300032,512.8,mppi,1
300032,509.6,jumpy,1
350208,596.7,pi,1
350208,605.5,mppi,1
350208,490.8,jumpy,1
400128,628.2,pi,1
400128,466.6,mppi,1
400128,549.9,jumpy,1
450048,618.6,pi,1
450048,696.4,mppi,1
450048,536.3,jumpy,1
500224,706.9,pi,1
500224,725.9,mppi,1
500224,516.4,jumpy,1
