step,seed,pi_return,mppi_return,phase_entropy
50176,2,250.0,764.0,1.5247
100096,2,1240.4,686.4,1.9917
150016,2,2626.5,2944.6,0.7392
200192,2,1594.2,2665.7,0.7230
250112,2,1229.0,1580.0,1.6564
300032,2,1130.0,2012.6,1.5575
350208,2,3424.9,2502.4,0.8309
400128,2,2557.0,457.9,1.9977
450048,2,623.6,967.5,1.4681
500224,2,345.9,702.5,1.3025
