step,seed,pi_return,mppi_return,phase_entropy
50176,1,1312.0,1257.2,1.3014
100096,1,1044.0,2054.1,1.1030
150016,1,1880.9,1970.3,1.9618
200192,1,1788.3,1126.1,1.9473
250112,1,874.0,605.5,1.3578
300032,1,408.4,1012.1,1.0360
350208,1,923.8,636.4,1.2001
400128,1,725.0,564.6,0.7444
450048,1,548.9,2002.6,0.7663
500224,1,1072.8,905.5,1.2634
