training/bc/bc_log_prob,training/bc/bc_loss,training/bc/mse,training/bc/std,training/flow_occupancy/current_flow_matching_loss,training/flow_occupancy/flow_future_obs_max,training/flow_occupancy/flow_future_obs_min,training/flow_occupancy/flow_matching_loss,training/flow_occupancy/future_flow_matching_loss,training/flow_occupancy/gamma_h_mean,training/flow_occupancy/kl_loss,training/flow_occupancy/neg_elbo_loss,training/grad/max,training/grad/min,training/grad/norm,validation/bc/bc_log_prob,validation/bc/bc_loss,validation/bc/mse,validation/bc/std,validation/flow_occupancy/current_flow_matching_loss,validation/flow_occupancy/flow_future_obs_max,validation/flow_occupancy/flow_future_obs_min,validation/flow_occupancy/flow_matching_loss,validation/flow_occupancy/future_flow_matching_loss,validation/flow_occupancy/gamma_h_mean,validation/flow_occupancy/kl_loss,validation/flow_occupancy/neg_elbo_loss,time/epoch_time,time/total_time,step
-4.6402836,4.6402836,0.018236289,1.0,0.84977067,8.885051,-9.974679,0.011647645,0.017121319,0.986938,0.7273729,0.018921373,0.019245582,-0.053086232,0.40377343,-4.649955,4.649955,0.022104796,1.0,0.9083421,3.5142312,-3.7229764,0.010200849,0.018448055,0.9888695,0.8862141,0.019062988,0.006784715890884399,33.92359137535095,5000
-4.643219,4.643219,0.019410633,1.0,0.77074945,9.351765,-5.004076,0.015571522,0.03503982,0.9888537,0.96299136,0.025201436,0.015012035,-0.02872618,0.59696674,-4.637995,4.637995,0.017320853,1.0,1.0312264,8.841212,-4.4226747,0.014858657,0.028526112,0.98783314,0.96189165,0.024477573,0.002620338582992554,47.025288820266724,10000
-4.6410418,4.6410418,0.018539675,1.0,1.3892077,15.801986,-4.7028284,0.021483613,0.032663967,0.98664856,1.2566906,0.034050517,0.029185299,-0.03299219,0.73258626,-4.6378407,4.6378407,0.017259238,1.0,1.3983417,12.58556,-4.552852,0.019351352,0.037225336,0.98841876,1.2770084,0.032121435,0.0026022698402404787,60.0366415977478,15000
-4.6316504,4.6316504,0.0147830695,1.0,1.5597038,15.884934,-9.997723,0.02789552,0.05131939,0.9878428,1.5824003,0.043719523,0.03361864,-0.042509206,1.2535888,-4.646328,4.646328,0.020654118,1.0,1.5240039,12.58556,-10.570771,0.021334076,0.05084154,0.9866603,1.5954374,0.03728845,0.0026421375274658203,73.24733328819275,20000
-4.634328,4.634328,0.015853971,1.0,1.9298695,15.884934,-10.859533,0.03272192,0.061725058,0.987708,1.9111371,0.051833294,0.07085722,-0.07229154,1.7258359,-4.643859,4.643859,0.01966642,1.0,1.6442268,12.58556,-12.693629,0.027988188,0.10264732,0.9874552,1.9344091,0.04733228,0.002611097478866577,86.30282545089722,25000
-4.6398277,4.6398277,0.01805403,1.0,1.1753342,15.884934,-10.859533,0.030399486,0.10602537,0.987674,1.9970307,0.05036979,0.061748657,-0.05931096,2.2741988,-4.631971,4.631971,0.01491139,1.0,1.7255689,12.58556,-15.816332,0.025384808,0.06811197,0.9873454,2.0367012,0.045751818,0.003790507125854492,105.25536489486694,30000
-4.6339436,4.6339436,0.015700405,1.0,0.93341666,15.884934,-10.859533,0.018181346,0.043893695,0.9872701,1.9292452,0.037473798,0.036536705,-0.023065854,0.9969013,-4.6490755,4.6490755,0.02175323,1.0,1.2919991,12.58556,-18.89877,0.023160692,0.081521064,0.9875126,1.9258323,0.042419016,0.0025535985469818116,118.02336168289185,35000
-4.638257,4.638257,0.017425755,1.0,0.7921178,15.884934,-10.859533,0.0147355795,0.10752921,0.9872881,1.6320997,0.031056577,0.033963874,-0.045242302,1.1379666,-4.6348786,4.6348786,0.016074572,1.0,1.0042174,12.58556,-19.842863,0.018178156,0.070497334,0.9874109,1.6163151,0.034341305,0.0025690857887268066,130.86879467964172,40000
-4.6307125,4.6307125,0.014407918,1.0,0.9985249,15.884934,-14.562171,0.02454345,0.04149377,0.9872938,1.2868547,0.037411995,0.021607852,-0.022071475,0.78858376,-4.643538,4.643538,0.019538242,1.0,1.0463303,12.58556,-19.842863,0.017345611,0.09999018,0.9868432,1.2976689,0.0303223,0.002549549436569214,143.61654591560364,45000
-4.6453204,4.6453204,0.020251047,1.0,0.6273633,15.884934,-10.859533,0.012161525,0.04382928,0.9881444,1.1168493,0.023330018,0.023297494,-0.025371509,0.79525644,-4.633377,4.633377,0.015473798,1.0,1.2699013,12.58556,-19.842863,0.01789546,0.046215415,0.98768955,1.1284406,0.029179867,0.002492847108840942,156.08078527450562,50000
-4.646309,4.646309,0.0206464,1.0,0.5120641,15.884934,-10.859533,0.007589734,0.021295357,0.988659,0.49159306,0.0125056645,0.0394061,-0.03681515,0.68117976,-4.63066,4.63066,0.014387007,1.0,0.6206202,12.58556,-19.842863,0.012024752,0.030853454,0.9859694,0.49375626,0.016962314,0.0025203158378601072,168.68236780166626,55000
-4.6420784,4.6420784,0.01895417,1.0,0.48179975,15.884934,-10.859533,0.011348715,0.35293213,0.9857224,0.2121964,0.0134706795,0.041861746,-0.018371675,0.48455048,-4.6291385,4.6291385,0.013778246,1.0,0.61326283,12.58556,-19.842863,0.25268933,0.8760904,0.98616576,0.21684822,0.2548578,0.002559999418258667,181.48236870765686,60000
-4.6384697,4.6384697,0.01751077,1.0,0.46688432,15.884934,-10.859533,0.008317149,0.036123216,0.9872824,0.17088996,0.010026049,0.04052738,-0.038449585,0.49112892,-4.6309824,4.6309824,0.014515935,1.0,0.5816344,6.1782584,-9.090419,0.00923716,0.02323894,0.9883156,0.17361489,0.010973309,0.0026221314907073977,194.59303069114685,65000
-4.6304574,4.6304574,0.014305991,1.0,0.40259176,15.884934,-10.859533,0.0068716267,0.015761826,0.98739517,0.12690207,0.008140648,0.033307612,-0.034783915,0.38025764,-4.634837,4.634837,0.01605781,1.0,0.58981806,12.58556,-19.842863,0.011641316,0.026310818,0.9876716,0.12699735,0.01291129,0.002543859434127808,207.31233191490173,70000
-4.645777,4.645777,0.020433983,1.0,0.39175418,9.169553,-8.743539,0.0076730675,0.019330524,0.98825747,0.10506716,0.00872374,0.043944307,-0.029408438,0.5178113,-4.6333222,4.6333222,0.015451881,1.0,0.56101906,3.3316708,-4.9240427,0.010694355,0.021218875,0.98593134,0.10548033,0.011749158,0.002546039342880249,220.04253244400024,75000
-4.623433,4.623433,0.011496273,1.0,0.40302497,15.884934,-10.859533,0.006608692,0.067765795,0.9871192,0.13347733,0.007943465,0.032430604,-0.02882423,0.41856492,-4.635991,4.635991,0.016519327,1.0,0.5830555,3.3402393,-3.4450667,0.010760985,0.03165944,0.9878714,0.13617696,0.012122755,0.002509289026260376,232.5889813899994,80000
-4.629223,4.629223,0.013812247,1.0,0.4166058,10.99243,-9.702226,0.0069246176,0.015747879,0.98822343,0.08642955,0.0077889133,0.033583656,-0.017301818,0.39383814,-4.6344395,4.6344395,0.015898889,1.0,0.46108678,3.5539923,-6.8767934,0.009768921,0.026029795,0.9875893,0.08961378,0.010665059,0.0025390543937683107,245.28425645828247,85000
